Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area
Faisalabad,2021-06-20,Weekly,6.315654952076677,2648697.338658147,51.10405750798722,Urban
Faisalabad,2021-06-27,Weekly,6.316293929712461,2651233.230031949,51.08728434504793,Urban
Faisalabad,2021-07-04,Weekly,6.316932907348243,2653769.121405751,51.070511182108625,Urban
Faisalabad,2021-07-11,Weekly,6.317571884984026,2656305.0127795525,51.05373801916933,Urban
Faisalabad,2021-07-18,Weekly,6.318210862619809,2658840.9041533545,51.036964856230036,Urban
Faisalabad,2021-07-25,Weekly,6.3188498402555915,2661376.7955271564,51.020191693290734,Urban
Faisalabad,2021-08-01,Weekly,6.319488817891374,2663912.6869009584,51.00341853035144,Urban
Faisalabad,2021-08-08,Weekly,6.320127795527156,2666448.5782747604,50.986645367412144,Urban
Faisalabad,2021-08-15,Weekly,6.32076677316294,2668984.4696485624,50.96987220447284,Urban
Faisalabad,2021-08-22,Weekly,6.321405750798722,2671520.3610223643,50.95309904153355,Urban
Faisalabad,2021-08-29,Weekly,6.322044728434505,2674056.2523961663,50.936325878594246,Urban
Faisalabad,2021-09-05,Weekly,6.322683706070288,2676592.1437699683,50.91955271565495,Urban
Faisalabad,2021-09-12,Weekly,6.3233226837060705,2679128.03514377,50.90277955271566,Urban
Faisalabad,2021-09-19,Weekly,6.323961661341853,2681663.926517572,50.886006389776355,Urban
Faisalabad,2021-09-26,Weekly,6.324600638977636,2684199.8178913738,50.86923322683706,Urban
Faisalabad,2021-10-03,Weekly,6.325239616613419,2686735.7092651757,50.852460063897766,Urban
Faisalabad,2021-10-10,Weekly,6.325878594249201,2689271.6006389777,50.835686900958464,Urban
Faisalabad,2021-10-17,Weekly,6.326517571884985,2691807.4920127797,50.81891373801917,Urban
Faisalabad,2021-10-24,Weekly,6.327156549520767,2694343.383386581,50.802140575079875,Urban
Faisalabad,2021-10-31,Weekly,6.32779552715655,2696879.274760383,50.78536741214057,Urban
Faisalabad,2021-11-07,Weekly,6.328434504792333,2699415.166134185,50.76859424920128,Urban
Faisalabad,2021-11-14,Weekly,6.329073482428115,2701951.057507987,50.751821086261984,Urban
Faisalabad,2021-11-21,Weekly,6.329712460063898,2704486.948881789,50.73504792332268,Urban
Faisalabad,2021-11-28,Weekly,6.330351437699681,2707022.840255591,50.71827476038339,Urban
Faisalabad,2021-12-05,Weekly,6.330990415335464,2709558.731629393,50.70150159744409,Urban
Faisalabad,2021-12-12,Weekly,6.331629392971246,2712094.623003195,50.68472843450479,Urban
Faisalabad,2021-12-19,Weekly,6.332268370607029,2714630.514376997,50.667955271565496,Urban
Faisalabad,2021-12-26,Weekly,6.332907348242812,2717166.405750799,50.6511821086262,Urban
Faisalabad,2022-01-02,Weekly,6.3335463258785945,2719702.2971246005,50.6344089456869,Urban
Faisalabad,2022-01-09,Weekly,6.334185303514377,2722238.1884984025,50.617635782747605,Urban
Faisalabad,2022-01-16,Weekly,6.33482428115016,2724774.0798722045,50.60086261980831,Urban
Faisalabad,2022-01-23,Weekly,6.335463258785943,2727309.9712460064,50.58408945686901,Urban
Faisalabad,2022-01-30,Weekly,6.336102236421725,2729845.8626198084,50.567316293929714,Urban
Faisalabad,2022-02-06,Weekly,6.336741214057509,2732381.75399361,50.55054313099042,Urban
Faisalabad,2022-02-13,Weekly,6.337380191693291,2734917.645367412,50.53376996805112,Urban
Faisalabad,2022-02-20,Weekly,6.3380191693290735,2737453.536741214,50.51699680511182,Urban
Faisalabad,2022-02-27,Weekly,6.338658146964857,2739989.428115016,50.50022364217252,Urban
Faisalabad,2022-03-06,Weekly,6.339297124600639,2742525.319488818,50.48345047923323,Urban
Faisalabad,2022-03-13,Weekly,6.339936102236422,2745061.21086262,50.46667731629393,Urban
Faisalabad,2022-03-20,Weekly,6.340575079872205,2747597.102236422,50.44990415335463,Urban
Faisalabad,2022-03-27,Weekly,6.341214057507988,2750132.9936102238,50.433130990415336,Urban
Faisalabad,2022-04-03,Weekly,6.34185303514377,2752668.8849840257,50.41635782747604,Urban
Faisalabad,2022-04-10,Weekly,6.342492012779553,2755204.7763578277,50.39958466453674,Urban
Faisalabad,2022-04-17,Weekly,6.343130990415336,2757740.667731629,50.382811501597445,Urban
Faisalabad,2022-04-24,Weekly,6.343769968051118,2760276.559105431,50.36603833865815,Urban
Faisalabad,2022-05-01,Weekly,6.344408945686901,2762812.450479233,50.34926517571885,Urban
Faisalabad,2022-05-08,Weekly,6.345047923322684,2765348.341853035,50.332492012779554,Urban
Faisalabad,2022-05-15,Weekly,6.345686900958467,2767884.233226837,50.31571884984026,Urban
Faisalabad,2022-05-22,Weekly,6.346325878594249,2770420.124600639,50.29894568690096,Urban
Faisalabad,2022-05-29,Weekly,6.3469648562300325,2772956.0159744406,50.28217252396166,Urban
Faisalabad,2022-06-05,Weekly,6.347603833865815,2775491.9073482426,50.26539936102237,Urban
Faisalabad,2022-06-12,Weekly,6.348242811501597,2778027.7987220446,50.248626198083066,Urban
Faisalabad,2022-06-19,Weekly,6.348881789137381,2780563.6900958465,50.23185303514377,Urban
Faisalabad,2022-06-26,Weekly,6.349520766773163,2783099.5814696485,50.21507987220448,Urban
Faisalabad,2022-07-03,Weekly,6.350159744408946,2785635.4728434505,50.198306709265175,Urban
Faisalabad,2022-07-10,Weekly,6.350798722044729,2788171.3642172525,50.18153354632588,Urban
Faisalabad,2022-07-17,Weekly,6.3514376996805115,2790707.2555910544,50.16476038338658,Urban
Faisalabad,2022-07-24,Weekly,6.352076677316294,2793243.1469648564,50.147987220447284,Urban
Faisalabad,2022-07-31,Weekly,6.352715654952077,2795779.0383386584,50.13121405750799,Urban
Faisalabad,2022-08-07,Weekly,6.35335463258786,2798314.92971246,50.11444089456869,Urban
Faisalabad,2022-08-14,Weekly,6.353993610223642,2800850.821086262,50.09766773162939,Urban
Faisalabad,2022-08-21,Weekly,6.354632587859426,2803386.712460064,50.0808945686901,Urban
Faisalabad,2022-08-28,Weekly,6.355271565495208,2805922.603833866,50.0641214057508,Urban
Faisalabad,2022-09-04,Weekly,6.355910543130991,2808458.495207668,50.0473482428115,Urban
Faisalabad,2022-09-11,Weekly,6.356549520766773,2810994.38658147,50.03057507987221,Urban
Faisalabad,2022-09-18,Weekly,6.357188498402556,2813530.2779552713,50.013801916932906,Urban
Faisalabad,2022-09-25,Weekly,6.357827476038339,2816066.1693290733,49.99702875399361,Urban
Faisalabad,2022-10-02,Weekly,6.358466453674121,2818602.0607028753,49.980255591054316,Urban
Faisalabad,2022-10-09,Weekly,6.359105431309905,2821137.9520766772,49.963482428115014,Urban
Faisalabad,2022-10-16,Weekly,6.359744408945687,2823673.843450479,49.94670926517572,Urban
Faisalabad,2022-10-23,Weekly,6.36038338658147,2826209.734824281,49.929936102236425,Urban
Faisalabad,2022-10-30,Weekly,6.361022364217253,2828745.626198083,49.91316293929712,Urban
Faisalabad,2022-11-06,Weekly,6.3616613418530354,2831281.517571885,49.89638977635783,Urban
Faisalabad,2022-11-13,Weekly,6.362300319488818,2833817.408945687,49.879616613418534,Urban
Faisalabad,2022-11-20,Weekly,6.362939297124601,2836353.300319489,49.86284345047923,Urban
Faisalabad,2022-11-27,Weekly,6.363578274760384,2838889.1916932906,49.84607028753994,Urban
Faisalabad,2022-12-04,Weekly,6.364217252396166,2841425.0830670926,49.82929712460064,Urban
Faisalabad,2022-12-11,Weekly,6.36485623003195,2843960.9744408946,49.81252396166134,Urban
Faisalabad,2022-12-18,Weekly,6.365495207667732,2846496.8658146965,49.79575079872205,Urban
Faisalabad,2022-12-25,Weekly,6.3661341853035145,2849032.7571884985,49.77897763578275,Urban
Faisalabad,2023-01-01,Weekly,6.366773162939298,2851568.6485623,49.76220447284345,Urban
Faisalabad,2023-01-08,Weekly,6.36741214057508,2854104.539936102,49.745431309904156,Urban
Faisalabad,2023-01-15,Weekly,6.368051118210863,2856640.431309904,49.72865814696486,Urban
Faisalabad,2023-01-22,Weekly,6.368690095846645,2859176.322683706,49.71188498402556,Urban
Faisalabad,2023-01-29,Weekly,6.369329073482429,2861712.214057508,49.695111821086265,Urban
Faisalabad,2023-02-05,Weekly,6.369968051118211,2864248.10543131,49.67833865814696,Urban
Faisalabad,2023-02-12,Weekly,6.3706070287539935,2866783.996805112,49.66156549520767,Urban
Faisalabad,2023-02-19,Weekly,6.371246006389777,2869319.888178914,49.64479233226837,Urban
Faisalabad,2023-02-26,Weekly,6.371884984025559,2871855.779552716,49.62801916932907,Urban
Faisalabad,2023-03-05,Weekly,6.372523961661342,2874391.670926518,49.61124600638978,Urban
Faisalabad,2023-03-12,Weekly,6.373162939297125,2876927.5623003193,49.59447284345048,Urban
Faisalabad,2023-03-19,Weekly,6.373801916932908,2879463.4536741213,49.57769968051118,Urban
Faisalabad,2023-03-26,Weekly,6.37444089456869,2881999.3450479233,49.560926517571886,Urban
Faisalabad,2023-04-02,Weekly,6.3750798722044735,2884535.2364217252,49.54415335463259,Urban
Faisalabad,2023-04-09,Weekly,6.375718849840256,2887071.127795527,49.52738019169329,Urban
Faisalabad,2023-04-16,Weekly,6.376357827476038,2889607.019169329,49.510607028753995,Urban
Faisalabad,2023-04-23,Weekly,6.376996805111822,2892142.9105431307,49.4938338658147,Urban
Faisalabad,2023-04-30,Weekly,6.377635782747604,2894678.8019169327,49.4770607028754,Urban
Faisalabad,2023-05-07,Weekly,6.378274760383387,2897214.6932907347,49.460287539936104,Urban
Faisalabad,2023-05-14,Weekly,6.37891373801917,2899750.5846645366,49.4435143769968,Urban
Faisalabad,2023-05-21,Weekly,6.3795527156549525,2902286.4760383386,49.42674121405751,Urban
Faisalabad,2023-05-28,Weekly,6.380191693290735,2904822.3674121406,49.40996805111821,Urban
Faisalabad,2023-06-04,Weekly,6.3808306709265175,2907358.2587859426,49.39319488817891,Urban
Faisalabad,2023-06-11,Weekly,6.381469648562301,2909894.1501597445,49.37642172523962,Urban
Faisalabad,2023-06-18,Weekly,6.382108626198083,2912430.0415335465,49.35964856230032,Urban
Faisalabad,2023-06-25,Weekly,6.382747603833866,2914965.9329073485,49.34287539936102,Urban
Faisalabad,2023-07-02,Weekly,6.383386581469649,2917501.82428115,49.326102236421725,Urban
Faisalabad,2023-07-09,Weekly,6.384025559105432,2920037.715654952,49.30932907348243,Urban
Faisalabad,2023-07-16,Weekly,6.384664536741214,2922573.607028754,49.29255591054313,Urban
Faisalabad,2023-07-23,Weekly,6.385303514376997,2925109.498402556,49.275782747603834,Urban
Faisalabad,2023-07-30,Weekly,6.38594249201278,2927645.389776358,49.25900958466454,Urban
Faisalabad,2023-08-06,Weekly,6.386581469648562,2930181.28115016,49.24223642172524,Urban
Faisalabad,2023-08-13,Weekly,6.387220447284346,2932717.1725239614,49.22546325878594,Urban
Faisalabad,2023-08-20,Weekly,6.387859424920128,2935253.0638977634,49.20869009584665,Urban
Faisalabad,2023-08-27,Weekly,6.388498402555911,2937788.9552715654,49.19191693290735,Urban
Faisalabad,2023-09-03,Weekly,6.389137380191694,2940324.8466453673,49.17514376996805,Urban
Faisalabad,2023-09-10,Weekly,6.389776357827476,2942860.7380191693,49.15837060702876,Urban
Faisalabad,2023-09-17,Weekly,6.390415335463259,2945396.6293929713,49.141597444089456,Urban
Faisalabad,2023-09-24,Weekly,6.391054313099042,2947932.5207667733,49.12482428115016,Urban
Faisalabad,2023-10-01,Weekly,6.391693290734825,2950468.4121405752,49.10805111821087,Urban
Faisalabad,2023-10-08,Weekly,6.392332268370607,2953004.303514377,49.091277955271565,Urban
Faisalabad,2023-10-15,Weekly,6.3929712460063906,2955540.1948881787,49.07450479233227,Urban
Faisalabad,2023-10-22,Weekly,6.393610223642173,2958076.0862619807,49.057731629392975,Urban
Faisalabad,2023-10-29,Weekly,6.3942492012779555,2960611.9776357827,49.040958466453674,Urban
Faisalabad,2023-11-05,Weekly,6.394888178913738,2963147.8690095847,49.02418530351438,Urban
Faisalabad,2023-11-12,Weekly,6.395527156549521,2965683.7603833866,49.007412140575084,Urban
Faisalabad,2023-11-19,Weekly,6.396166134185304,2968219.6517571886,48.99063897763578,Urban
Faisalabad,2023-11-26,Weekly,6.396805111821086,2970755.54313099,48.97386581469649,Urban
Faisalabad,2023-12-03,Weekly,6.39744408945687,2973291.434504792,48.957092651757186,Urban
Faisalabad,2023-12-10,Weekly,6.398083067092652,2975827.325878594,48.94031948881789,Urban
Faisalabad,2023-12-17,Weekly,6.3987220447284345,2978363.217252396,48.9235463258786,Urban
Faisalabad,2023-12-24,Weekly,6.399361022364218,2980899.108626198,48.906773162939295,Urban
Faisalabad,2023-12-31,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-01-07,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-01-14,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-01-21,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-01-28,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-02-04,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-02-11,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-02-18,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-02-25,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-03-03,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-03-10,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-03-17,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-03-24,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-03-31,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-04-07,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-04-14,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-04-21,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-04-28,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-05-05,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-05-12,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-05-19,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-05-26,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-06-02,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-06-09,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-06-16,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-06-23,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-06-30,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-07-07,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-07-14,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-07-21,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-07-28,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-08-04,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-08-11,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-08-18,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-08-25,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-09-01,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-09-08,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-09-15,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-09-22,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-09-29,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-10-06,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-10-13,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-10-20,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-10-27,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-11-03,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-11-10,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-11-17,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-11-24,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-12-01,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-12-08,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-12-15,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-12-22,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2024-12-29,Weekly,6.4,2983435.0,48.89,Urban
Faisalabad,2025-01-05,Weekly,6.4,2983435.0,48.89,Urban
Gujranwala,2000-12-31,Monthly,6.1,1313253.0,52.85,Urban
Gujranwala,2001-01-31,Monthly,6.091666666666667,1420279.6666666667,51.685,Urban
Gujranwala,2001-02-28,Monthly,6.083333333333333,1527306.3333333333,50.52,Urban
Gujranwala,2001-03-31,Monthly,6.074999999999999,1634333.0,49.355000000000004,Urban
Gujranwala,2001-04-30,Monthly,6.066666666666666,1741359.6666666667,48.19,Urban
Gujranwala,2001-05-31,Monthly,6.058333333333334,1848386.3333333335,47.025,Urban
Gujranwala,2001-06-30,Monthly,6.05,1955413.0,45.86,Urban
Gujranwala,2001-07-31,Monthly,6.041666666666666,2062439.6666666667,44.695,Urban
Gujranwala,2001-08-31,Monthly,6.033333333333333,2169466.3333333335,43.53,Urban
Gujranwala,2001-09-30,Monthly,6.025,2276493.0,42.364999999999995,Urban
Gujranwala,2001-10-31,Monthly,6.016666666666667,2383519.666666667,41.2,Urban
Gujranwala,2001-11-30,Monthly,6.008333333333333,2490546.3333333335,40.035,Urban
Gujranwala,2001-12-31,Monthly,6.0,2597573.0,38.87,Urban
Gujranwala,2002-01-31,Monthly,5.983333333333333,2498565.75,39.3975,Urban
Gujranwala,2002-02-28,Monthly,5.966666666666667,2399558.5,39.925,Urban
Gujranwala,2002-03-31,Monthly,5.95,2300551.25,40.4525,Urban
Gujranwala,2002-04-30,Monthly,5.933333333333334,2201544.0,40.98,Urban
Gujranwala,2002-05-31,Monthly,5.916666666666667,2102536.75,41.5075,Urban
Gujranwala,2002-06-30,Monthly,5.9,2003529.5,42.035,Urban
Gujranwala,2002-07-31,Monthly,5.883333333333333,1904522.25,42.5625,Urban
Gujranwala,2002-08-31,Monthly,5.866666666666666,1805515.0,43.09,Urban
Gujranwala,2002-09-30,Monthly,5.85,1706507.75,43.6175,Urban
Gujranwala,2002-10-31,Monthly,5.833333333333333,1607500.5,44.145,Urban
Gujranwala,2002-11-30,Monthly,5.816666666666666,1508493.25,44.6725,Urban
Gujranwala,2002-12-31,Monthly,5.8,1409486.0,45.2,Urban
Gujranwala,2003-01-31,Monthly,5.783333333333333,1466499.5,44.87083333333334,Urban
Gujranwala,2003-02-28,Monthly,5.766666666666667,1523513.0,44.54166666666667,Urban
Gujranwala,2003-03-31,Monthly,5.75,1580526.5,44.212500000000006,Urban
Gujranwala,2003-04-30,Monthly,5.733333333333333,1637540.0,43.88333333333333,Urban
Gujranwala,2003-05-31,Monthly,5.716666666666667,1694553.5,43.55416666666667,Urban
Gujranwala,2003-06-30,Monthly,5.699999999999999,1751567.0,43.225,Urban
Gujranwala,2003-07-31,Monthly,5.683333333333333,1808580.5,42.895833333333336,Urban
Gujranwala,2003-08-31,Monthly,5.666666666666666,1865594.0,42.56666666666667,Urban
Gujranwala,2003-09-30,Monthly,5.6499999999999995,1922607.5,42.2375,Urban
Gujranwala,2003-10-31,Monthly,5.633333333333333,1979621.0,41.90833333333333,Urban
Gujranwala,2003-11-30,Monthly,5.616666666666666,2036634.5,41.579166666666666,Urban
Gujranwala,2003-12-31,Monthly,5.6,2093648.0,41.25,Urban
Gujranwala,2004-01-31,Monthly,5.608333333333333,2082238.0,42.5575,Urban
Gujranwala,2004-02-29,Monthly,5.616666666666666,2070828.0,43.865,Urban
Gujranwala,2004-03-31,Monthly,5.625,2059418.0,45.1725,Urban
Gujranwala,2004-04-30,Monthly,5.633333333333333,2048008.0,46.48,Urban
Gujranwala,2004-05-31,Monthly,5.641666666666667,2036598.0,47.7875,Urban
Gujranwala,2004-06-30,Monthly,5.65,2025188.0,49.095,Urban
Gujranwala,2004-07-31,Monthly,5.658333333333333,2013778.0,50.4025,Urban
Gujranwala,2004-08-31,Monthly,5.666666666666667,2002368.0,51.71,Urban
Gujranwala,2004-09-30,Monthly,5.675,1990958.0,53.0175,Urban
Gujranwala,2004-10-31,Monthly,5.683333333333334,1979548.0,54.325,Urban
Gujranwala,2004-11-30,Monthly,5.691666666666666,1968138.0,55.6325,Urban
Gujranwala,2004-12-31,Monthly,5.7,1956728.0,56.94,Urban
Gujranwala,2005-01-31,Monthly,5.683333333333334,1903049.1666666667,57.01,Urban
Gujranwala,2005-02-28,Monthly,5.666666666666667,1849370.3333333333,57.08,Urban
Gujranwala,2005-03-31,Monthly,5.65,1795691.5,57.15,Urban
Gujranwala,2005-04-30,Monthly,5.633333333333334,1742012.6666666667,57.22,Urban
Gujranwala,2005-05-31,Monthly,5.616666666666667,1688333.8333333333,57.29,Urban
Gujranwala,2005-06-30,Monthly,5.6,1634655.0,57.36,Urban
Gujranwala,2005-07-31,Monthly,5.583333333333333,1580976.1666666665,57.43,Urban
Gujranwala,2005-08-31,Monthly,5.566666666666666,1527297.3333333333,57.5,Urban
Gujranwala,2005-09-30,Monthly,5.55,1473618.5,57.57,Urban
Gujranwala,2005-10-31,Monthly,5.533333333333333,1419939.6666666665,57.64,Urban
Gujranwala,2005-11-30,Monthly,5.516666666666667,1366260.8333333333,57.71,Urban
Gujranwala,2005-12-31,Monthly,5.5,1312582.0,57.78,Urban
Gujranwala,2006-01-31,Monthly,5.483333333333333,1451548.0833333333,56.1025,Urban
Gujranwala,2006-02-28,Monthly,5.466666666666667,1590514.1666666667,54.425,Urban
Gujranwala,2006-03-31,Monthly,5.45,1729480.25,52.7475,Urban
Gujranwala,2006-04-30,Monthly,5.433333333333334,1868446.3333333335,51.07,Urban
Gujranwala,2006-05-31,Monthly,5.416666666666667,2007412.4166666667,49.3925,Urban
Gujranwala,2006-06-30,Monthly,5.4,2146378.5,47.715,Urban
Gujranwala,2006-07-31,Monthly,5.383333333333333,2285344.5833333335,46.0375,Urban
Gujranwala,2006-08-31,Monthly,5.366666666666666,2424310.666666667,44.36,Urban
Gujranwala,2006-09-30,Monthly,5.35,2563276.75,42.6825,Urban
Gujranwala,2006-10-31,Monthly,5.333333333333333,2702242.8333333335,41.004999999999995,Urban
Gujranwala,2006-11-30,Monthly,5.316666666666666,2841208.916666667,39.3275,Urban
Gujranwala,2006-12-31,Monthly,5.3,2980175.0,37.65,Urban
Gujranwala,2007-01-31,Monthly,5.2749999999999995,2796481.5833333335,39.409166666666664,Urban
Gujranwala,2007-02-28,Monthly,5.25,2612788.1666666665,41.16833333333333,Urban
Gujranwala,2007-03-31,Monthly,5.225,2429094.75,42.927499999999995,Urban
Gujranwala,2007-04-30,Monthly,5.2,2245401.3333333335,44.68666666666667,Urban
Gujranwala,2007-05-31,Monthly,5.175,2061707.9166666667,46.44583333333333,Urban
Gujranwala,2007-06-30,Monthly,5.15,1878014.5,48.205,Urban
Gujranwala,2007-07-31,Monthly,5.125,1694321.0833333335,49.964166666666664,Urban
Gujranwala,2007-08-31,Monthly,5.1,1510627.6666666667,51.72333333333333,Urban
Gujranwala,2007-09-30,Monthly,5.075,1326934.25,53.4825,Urban
Gujranwala,2007-10-31,Monthly,5.05,1143240.8333333335,55.24166666666666,Urban
Gujranwala,2007-11-30,Monthly,5.025,959547.4166666667,57.00083333333333,Urban
Gujranwala,2007-12-31,Monthly,5.0,775854.0,58.76,Urban
Gujranwala,2008-01-31,Monthly,5.016666666666667,951128.6666666666,56.983333333333334,Urban
Gujranwala,2008-02-29,Monthly,5.033333333333333,1126403.3333333333,55.20666666666666,Urban
Gujranwala,2008-03-31,Monthly,5.05,1301678.0,53.43,Urban
Gujranwala,2008-04-30,Monthly,5.066666666666666,1476952.6666666665,51.65333333333333,Urban
Gujranwala,2008-05-31,Monthly,5.083333333333333,1652227.3333333333,49.876666666666665,Urban
Gujranwala,2008-06-30,Monthly,5.1,1827502.0,48.099999999999994,Urban
Gujranwala,2008-07-31,Monthly,5.116666666666667,2002776.6666666665,46.32333333333333,Urban
Gujranwala,2008-08-31,Monthly,5.133333333333334,2178051.333333333,44.54666666666667,Urban
Gujranwala,2008-09-30,Monthly,5.15,2353326.0,42.769999999999996,Urban
Gujranwala,2008-10-31,Monthly,5.166666666666667,2528600.6666666665,40.99333333333333,Urban
Gujranwala,2008-11-30,Monthly,5.183333333333334,2703875.333333333,39.21666666666667,Urban
Gujranwala,2008-12-31,Monthly,5.2,2879150.0,37.44,Urban
Gujranwala,2009-01-31,Monthly,5.2250000000000005,2651178.8333333335,37.5725,Urban
Gujranwala,2009-02-28,Monthly,5.25,2423207.6666666665,37.705,Urban
Gujranwala,2009-03-31,Monthly,5.275,2195236.5,37.8375,Urban
Gujranwala,2009-04-30,Monthly,5.3,1967265.3333333335,37.97,Urban
Gujranwala,2009-05-31,Monthly,5.325,1739294.1666666667,38.1025,Urban
Gujranwala,2009-06-30,Monthly,5.35,1511323.0,38.235,Urban
Gujranwala,2009-07-31,Monthly,5.375,1283351.8333333335,38.3675,Urban
Gujranwala,2009-08-31,Monthly,5.4,1055380.6666666667,38.5,Urban
Gujranwala,2009-09-30,Monthly,5.425,827409.5,38.6325,Urban
Gujranwala,2009-10-31,Monthly,5.45,599438.3333333335,38.765,Urban
Gujranwala,2009-11-30,Monthly,5.475,371467.166666667,38.8975,Urban
Gujranwala,2009-12-31,Monthly,5.5,143496.0,39.03,Urban
Gujranwala,2010-01-31,Monthly,5.541666666666667,380574.4166666666,39.06916666666667,Urban
Gujranwala,2010-02-28,Monthly,5.583333333333333,617652.8333333333,39.108333333333334,Urban
Gujranwala,2010-03-31,Monthly,5.625,854731.25,39.1475,Urban
Gujranwala,2010-04-30,Monthly,5.666666666666667,1091809.6666666665,39.18666666666667,Urban
Gujranwala,2010-05-31,Monthly,5.708333333333333,1328888.0833333333,39.225833333333334,Urban
Gujranwala,2010-06-30,Monthly,5.75,1565966.5,39.265,Urban
Gujranwala,2010-07-31,Monthly,5.791666666666667,1803044.9166666665,39.30416666666667,Urban
Gujranwala,2010-08-31,Monthly,5.833333333333333,2040123.3333333333,39.343333333333334,Urban
Gujranwala,2010-09-30,Monthly,5.875,2277201.75,39.3825,Urban
Gujranwala,2010-10-31,Monthly,5.916666666666667,2514280.1666666665,39.42166666666667,Urban
Gujranwala,2010-11-30,Monthly,5.958333333333333,2751358.583333333,39.46083333333333,Urban
Gujranwala,2010-12-31,Monthly,6.0,2988437.0,39.5,Urban
Gujranwala,2011-01-31,Monthly,6.016666666666667,2869182.9166666665,40.8925,Urban
Gujranwala,2011-02-28,Monthly,6.033333333333333,2749928.8333333335,42.285,Urban
Gujranwala,2011-03-31,Monthly,6.05,2630674.75,43.6775,Urban
Gujranwala,2011-04-30,Monthly,6.066666666666666,2511420.6666666665,45.07,Urban
Gujranwala,2011-05-31,Monthly,6.083333333333333,2392166.5833333335,46.4625,Urban
Gujranwala,2011-06-30,Monthly,6.1,2272912.5,47.855000000000004,Urban
Gujranwala,2011-07-31,Monthly,6.116666666666667,2153658.416666667,49.2475,Urban
Gujranwala,2011-08-31,Monthly,6.133333333333334,2034404.3333333335,50.64,Urban
Gujranwala,2011-09-30,Monthly,6.15,1915150.25,52.0325,Urban
Gujranwala,2011-10-31,Monthly,6.166666666666667,1795896.1666666667,53.425,Urban
Gujranwala,2011-11-30,Monthly,6.183333333333334,1676642.0833333335,54.8175,Urban
Gujranwala,2011-12-31,Monthly,6.2,1557388.0,56.21,Urban
Gujranwala,2012-01-31,Monthly,6.216666666666667,1440869.4166666667,55.70166666666667,Urban
